Reference,Pin,Pin name,Group,Disposition,Owner/status
U1,N9,DXN_0,FPGA physical pins,UNRESOLVED,XC7A200T device selection confirmed by user on 2026-09-21; 484 physical pins verified; bank/application plan incomplete
U3,A8,PAD_A8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,A9,PAD_A9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,B1,PAD_B1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,B2,PAD_B2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,B3,PAD_B3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,B7,PAD_B7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,B8,PAD_B8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,B9,PAD_B9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,C1,PAD_C1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,C2,PAD_C2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,C3,PAD_C3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,C7,PAD_C7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,C8,PAD_C8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,C9,PAD_C9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,D1,PAD_D1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,D2,PAD_D2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,D3,PAD_D3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,D7,PAD_D7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,D8,PAD_D8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,D9,PAD_D9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,E1,PAD_E1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,E2,PAD_E2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,E3,PAD_E3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,E7,PAD_E7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,E8,PAD_E8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,E9,PAD_E9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,F1,PAD_F1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,F2,PAD_F2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,F3,PAD_F3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,F7,PAD_F7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,F8,PAD_F8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,F9,PAD_F9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,G1,PAD_G1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,G2,PAD_G2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,G3,PAD_G3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,G7,PAD_G7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,G8,PAD_G8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,G9,PAD_G9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,H1,PAD_H1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,H2,PAD_H2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,H3,PAD_H3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,H7,PAD_H7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,H8,PAD_H8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,H9,PAD_H9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,J1,PAD_J1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,J2,PAD_J2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,J3,PAD_J3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,J7,PAD_J7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,J8,PAD_J8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,J9,PAD_J9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,K1,PAD_K1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,K2,PAD_K2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,K3,PAD_K3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,K7,PAD_K7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,K8,PAD_K8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,K9,PAD_K9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,L1,PAD_L1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,L2,PAD_L2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,L3,PAD_L3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,L7,PAD_L7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,L8,PAD_L8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,L9,PAD_L9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,M1,PAD_M1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,M2,PAD_M2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,M3,PAD_M3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,M7,PAD_M7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,M8,PAD_M8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,M9,PAD_M9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,N1,PAD_N1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,N2,PAD_N2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,N3,PAD_N3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,N7,PAD_N7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,N8,PAD_N8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,N9,PAD_N9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,P1,PAD_P1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,P2,PAD_P2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,P3,PAD_P3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,P7,PAD_P7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,P8,PAD_P8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,P9,PAD_P9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,R1,PAD_R1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,R2,PAD_R2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,R3,PAD_R3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,R7,PAD_R7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,R8,PAD_R8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,R9,PAD_R9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,T1,PAD_T1_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,T2,PAD_T2_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,T3,PAD_T3_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,T7,PAD_T7_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,T8,PAD_T8_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
U3,T9,PAD_T9_TBD,Recording memory reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,1,PAD_1_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,2,PAD_2_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,3,PAD_3_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,4,PAD_4_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,5,PAD_5_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,6,PAD_6_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,7,PAD_7_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,8,PAD_8_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,9,PAD_9_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,10,PAD_10_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,11,PAD_11_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,12,PAD_12_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,13,PAD_13_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,14,PAD_14_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,15,PAD_15_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,16,PAD_16_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,17,PAD_17_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,18,PAD_18_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,19,PAD_19_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,20,PAD_20_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,21,PAD_21_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,22,PAD_22_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,23,PAD_23_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,24,PAD_24_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,25,PAD_25_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,26,PAD_26_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,27,PAD_27_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,28,PAD_28_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,29,PAD_29_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,30,PAD_30_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,31,PAD_31_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,32,PAD_32_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,33,PAD_33_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,34,PAD_34_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,35,PAD_35_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,36,PAD_36_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,37,PAD_37_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,38,PAD_38_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,39,PAD_39_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,40,PAD_40_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,41,PAD_41_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,42,PAD_42_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,43,PAD_43_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,44,PAD_44_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,45,PAD_45_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,46,PAD_46_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,47,PAD_47_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,48,PAD_48_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,49,PAD_49_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,50,PAD_50_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,51,PAD_51_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,52,PAD_52_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,53,PAD_53_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,54,PAD_54_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,55,PAD_55_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,56,PAD_56_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,57,PAD_57_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,58,PAD_58_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,59,PAD_59_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,60,PAD_60_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,61,PAD_61_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,62,PAD_62_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,63,PAD_63_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,64,PAD_64_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,65,PAD_65_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,66,PAD_66_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,67,PAD_67_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,68,PAD_68_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,69,PAD_69_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,70,PAD_70_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,71,PAD_71_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,72,PAD_72_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,73,PAD_73_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,74,PAD_74_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,75,PAD_75_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,76,PAD_76_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,77,PAD_77_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,78,PAD_78_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,79,PAD_79_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J1,80,PAD_80_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,1,PAD_1_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,2,PAD_2_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,3,PAD_3_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,4,PAD_4_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,5,PAD_5_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,6,PAD_6_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,7,PAD_7_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,8,PAD_8_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,9,PAD_9_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,10,PAD_10_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,11,PAD_11_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,12,PAD_12_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,13,PAD_13_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,14,PAD_14_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,15,PAD_15_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,16,PAD_16_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,17,PAD_17_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,18,PAD_18_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,19,PAD_19_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,20,PAD_20_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,21,PAD_21_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,22,PAD_22_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,23,PAD_23_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,24,PAD_24_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,25,PAD_25_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,26,PAD_26_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,27,PAD_27_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,28,PAD_28_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,29,PAD_29_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,30,PAD_30_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,31,PAD_31_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,32,PAD_32_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,33,PAD_33_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,34,PAD_34_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,35,PAD_35_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,36,PAD_36_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
J2,37,PAD_37_TBD,Routing board reservation,UNRESOLVED,RESERVATION_ONLY / ELECTRICAL REQUIREMENTS TBD
